13:17:09.721,RSD, 53.000,3.246, 30.597, -29.324, 0.776,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.832,-0.811,0.554,0.570,0.012, 0.00, 30.876
13:17:09.731,RSD, 54.000,3.174, 30.899, -29.408, 0.923,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.773,-0.770,0.635,0.667,0.012, 0.51, 30.957
13:17:09.741,RSD, 55.000,3.503, 30.714, -29.972, 0.677,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.706,-0.688,0.709,0.758,0.013, 0.21, 31.510
13:17:09.751,RSD, 56.000,3.381, 30.140, -29.066, 0.114,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.631,-0.614,0.776,0.828,0.013, 0.04, 30.900
13:17:09.761,RSD, 57.000,3.297, 30.331, -29.518, 0.487,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.551,-0.544,0.835,0.842,0.012, 0.93, 30.345
13:17:09.771,RSD, 58.000,3.449, 30.181, -29.693, 0.168,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.465,-0.382,0.886,0.951,0.012, 0.36, 30.671
13:17:09.781,RSD, 59.000,3.098, 30.817, -29.576, 0.202,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.374,-0.358,0.927,0.928,0.012, 0.73, 31.679
13:17:09.791,RSD, 60.000,3.207, 30.239, -29.270, 0.104,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.279,-0.249,0.960,1.060,0.013, 0.77, 30.423
13:17:09.801,RSD, 61.000,3.346, 30.401, -29.355, 1.007,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.182,-0.144,0.983,1.008,0.013, 0.83, 30.428
13:17:09.811,RSD, 62.000,3.293, 30.542, -29.684, 0.324,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.083,-0.007,0.997,1.077,0.012, 0.43, 30.761
13:17:09.821,RSD, 63.000,3.201, 30.308, -29.831, 0.514,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.017,0.024,1.000,1.033,0.012, 0.86, 30.996
13:17:09.831,RSD, 64.000,3.171, 30.679, -29.121, 0.341,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.117,0.170,0.993,0.998,0.013, 0.72, 31.638
13:17:09.841,RSD, 65.000,3.507, 30.213, -29.569, 0.262,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.215,0.286,0.977,1.010,0.014, 0.87, 30.405
13:17:09.851,RSD, 66.000,3.328, 30.071, -29.517, 0.977,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.312,0.315,0.950,1.037,0.013, 0.23, 30.537
13:17:09.861,RSD, 67.000,3.009, 30.096, -29.674, 0.311,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.405,0.478,0.914,0.967,0.013, 0.19, 30.243
13:17:09.871,RSD, 68.000,3.089, 30.176, -29.989, 0.281,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.494,0.574,0.869,0.873,0.013, 0.19, 30.393
13:17:09.881,RSD, 69.000,3.473, 30.158, -29.402, 0.911,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.578,0.629,0.816,0.836,0.012, 0.67, 30.949
13:17:09.891,RSD, 70.000,3.123, 30.362, -29.359, 0.027,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.657,0.711,0.754,0.784,0.013, 0.46, 30.984
13:17:09.901,RSD, 71.000,3.381, 30.536, -29.521, 0.969,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.729,0.791,0.685,0.736,0.012, 0.83, 31.233
13:17:09.911,RSD, 72.000,3.109, 30.280, -29.729, 0.463,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.794,0.801,0.608,0.693,0.013, 0.99, 30.350
13:17:09.921,RSD, 73.000,3.521, 30.183, -29.409, 0.210,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.850,0.867,0.526,0.532,0.013, 0.35, 31.012
13:17:09.931,RSD, 74.000,3.303, 30.141, -29.362, 0.759,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.899,0.967,0.439,0.473,0.012, 0.21, 30.792
13:17:09.941,RSD, 75.000,3.442, 30.882, -29.462, 0.153,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.938,1.002,0.347,0.415,0.013, 0.96, 31.272
13:17:09.951,RSD, 76.000,3.312, 30.760, -29.712, 0.842,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.968,1.003,0.251,0.306,0.012, 0.72, 31.037
13:17:09.961,RSD, 77.000,3.019, 30.511, -29.632, 0.418,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.988,1.005,0.153,0.180,0.013, 0.68, 31.196
13:17:09.971,RSD, 78.000,3.035, 30.472, -29.402, 0.937,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.999,1.001,0.054,0.140,0.012, 0.92, 30.577
13:17:09.981,RSD, 79.000,3.319, 30.788, -29.459, 0.964,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.999,1.061,-0.046,-0.025,0.013, 0.21, 31.382
13:17:09.991,RSD, 80.000,3.325, 30.715, -29.210, 0.141,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.989,1.037,-0.146,-0.049,0.012, 0.39, 31.418
13:17:10.001,RSD, 81.000,3.169, 30.322, -29.289, 0.301,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.970,1.009,-0.244,-0.148,0.014, 0.45, 30.811
13:17:10.011,RSD, 82.000,3.475, 30.589, -29.268, 0.507,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.941,1.000,-0.339,-0.296,0.013, 0.70, 31.516
13:17:10.021,RSD, 83.000,3.441, 30.120, -29.108, 0.236,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.902,0.976,-0.431,-0.336,0.013, 0.15, 31.089
13:17:10.031,RSD, 84.000,3.537, 30.972, -29.003, 0.722,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.855,0.941,-0.519,-0.455,0.012, 0.92, 31.568
13:17:10.041,RSD, 85.000,3.236, 30.259, -29.602, 0.624,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.798,0.890,-0.602,-0.585,0.013, 0.88, 30.885
13:17:10.051,RSD, 86.000,3.517, 30.113, -29.875, 0.442,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.734,0.798,-0.679,-0.601,0.012, 0.33, 30.379
13:17:10.061,RSD, 87.000,3.487, 30.119, -29.419, 0.834,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.663,0.723,-0.749,-0.725,0.014, 0.10, 30.594
13:17:10.071,RSD, 88.000,3.295, 30.159, -29.279, 0.139,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.585,0.612,-0.811,-0.744,0.013, 0.05, 30.601
13:17:10.081,RSD, 89.000,3.317, 30.151, -29.797, 0.772,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.501,0.546,-0.865,-0.780,0.012, 0.81, 30.187
13:17:10.091,RSD, 90.000,3.506, 30.539, -29.668, 0.307,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.412,0.471,-0.911,-0.857,0.012, 0.35, 31.338
13:17:10.101,RSD, 91.000,3.009, 30.641, -29.341, 0.159,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.319,0.379,-0.948,-0.866,0.013, 0.22, 31.365
13:17:10.111,RSD, 92.000,3.543, 30.772, -29.157, 0.545,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.223,0.275,-0.975,-0.916,0.012, 0.51, 30.949
13:17:10.121,RSD, 93.000,3.038, 30.091, -29.327, 0.730,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.124,0.167,-0.992,-0.913,0.012, 0.14, 30.651
13:17:10.131,RSD, 94.000,3.086, 30.269, -29.435, 0.194,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.025,0.096,-1.000,-0.907,0.013, 0.82, 30.681
13:17:10.141,RSD, 95.000,3.470, 30.372, -29.445, 0.464,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.075,-0.073,-0.997,-0.975,0.012, 0.43, 30.410
13:17:10.151,RSD, 96.000,3.116, 30.390, -29.979, 0.763,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.174,-0.085,-0.985,-0.976,0.012, 0.31, 30.645
13:17:10.161,RSD, 97.000,3.076, 30.291, -29.781, 0.882,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.272,-0.177,-0.962,-0.917,0.012, 0.56, 31.246
13:17:10.171,RSD, 98.000,3.096, 30.725, -29.940, 0.935,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.366,-0.308,-0.930,-0.861,0.012, 0.55, 30.864
13:17:10.181,RSD, 99.000,3.373, 30.678, -29.930, 0.513,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.458,-0.398,-0.889,-0.790,0.013, 0.01, 31.432
13:17:10.191,RSD, 100.000,3.323, 30.399, -29.622, 0.536,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.544,-0.462,-0.839,-0.799,0.013, 0.75, 30.931
13:17:10.191,NSD, 100.000,1.12, 30.399, -29.622, 0.536, -0.544,-0.839,4.521,0.3
13:17:10.201,RSD, 101.000,3.116, 30.913, -29.580, 0.121,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.625,-0.612,-0.781,-0.734,0.012, 0.97, 31.614
13:17:10.211,RSD, 102.000,3.587, 30.273, -29.192, 0.424,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.700,-0.643,-0.714,-0.680,0.014, 0.74, 30.910
13:17:10.221,RSD, 103.000,3.111, 30.675, -29.300, 0.242,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.768,-0.756,-0.641,-0.547,0.013, 0.72, 30.831
13:17:10.231,RSD, 104.000,3.346, 30.677, -29.091, 0.719,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.828,-0.803,-0.561,-0.477,0.012, 0.98, 31.312
13:17:10.241,RSD, 105.000,3.431, 30.520, -29.450, 0.676,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.880,-0.861,-0.476,-0.414,0.012, 0.77, 31.259
13:17:10.251,RSD, 106.000,3.568, 30.213, -29.169, 0.130,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.923,-0.869,-0.385,-0.378,0.013, 0.48, 30.284
13:17:10.261,RSD, 107.000,3.499, 30.970, -29.206, 0.563,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.957,-0.916,-0.291,-0.250,0.012, 0.69, 31.266
13:17:10.271,RSD, 108.000,3.475, 30.318, -29.977, 1.052,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.981,-0.965,-0.194,-0.136,0.013, 0.23, 30.540
13:17:10.281,RSD, 109.000,3.052, 30.581, -29.508, 0.092,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.995,-0.903,-0.095,-0.061,0.012, 0.75, 31.087
13:17:10.291,RSD, 110.000,3.195, 30.541, -29.860, 0.868,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-1.000,-0.910,0.004,0.081,0.013, 0.33, 30.554
13:17:10.301,RSD, 111.000,3.504, 30.239, -29.883, 0.226,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.995,-0.965,0.104,0.153,0.012, 0.50, 30.693
13:17:10.311,RSD, 112.000,3.430, 30.973, -29.950, 0.317,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.979,-0.946,0.203,0.234,0.013, 0.68, 31.876
13:17:10.321,RSD, 113.000,3.348, 30.748, -29.958, 0.505,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.954,-0.926,0.300,0.365,0.014, 0.98, 30.898
13:17:10.331,RSD, 114.000,3.094, 30.955, -29.581, 0.271,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.919,-0.898,0.393,0.477,0.013, 0.87, 31.943
13:17:10.341,RSD, 115.000,3.063, 30.944, -29.713, 1.010,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.875,-0.799,0.483,0.526,0.014, 0.48, 31.724
13:17:10.351,RSD, 116.000,3.274, 30.080, -29.786, 0.875,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.823,-0.724,0.568,0.591,0.013, 0.18, 30.663
13:17:10.361,RSD, 117.000,3.583, 30.393, -29.042, 0.563,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.762,-0.738,0.648,0.679,0.012, 0.16, 30.941
13:17:10.371,RSD, 118.000,3.021, 30.462, -29.235, 0.222,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.694,-0.626,0.720,0.766,0.012, 0.75, 31.193
13:17:10.381,RSD, 119.000,3.369, 30.580, -29.015, 0.679,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.618,-0.563,0.786,0.866,0.013, 0.45, 31.485
13:17:10.391,RSD, 120.000,3.561, 30.326, -29.029, 0.289,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.537,-0.498,0.844,0.846,0.012, 0.60, 30.801
13:17:10.401,RSD, 121.000,3.018, 30.640, -29.295, 0.980,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.450,-0.384,0.893,0.953,0.013, 0.86, 30.661
13:17:10.411,RSD, 122.000,3.009, 30.237, -29.593, 0.756,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.358,-0.308,0.934,0.958,0.013, 0.25, 30.842
13:17:10.421,RSD, 123.000,3.359, 30.354, -29.161, 0.221,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.263,-0.204,0.965,1.044,0.012, 0.41, 31.192
13:17:10.431,RSD, 124.000,3.346, 30.840, -29.929, 0.798,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.166,-0.069,0.986,0.993,0.014, 0.29, 30.946
13:17:10.441,RSD, 125.000,3.016, 30.638, -29.077, 0.389,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,-0.066,0.008,0.998,1.068,0.013, 0.86, 30.848
13:17:10.451,RSD, 126.000,3.299, 30.181, -29.180, 0.781,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.034,0.104,0.999,1.014,0.012, 0.65, 30.429
13:17:10.461,RSD, 127.000,3.381, 30.868, -29.955, 0.975,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.133,0.190,0.991,1.016,0.013, 0.30, 30.885
13:17:10.471,RSD, 128.000,3.570, 30.274, -29.733, 0.431,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.232,0.308,0.973,0.994,0.012, 0.46, 30.885
13:17:10.481,RSD, 129.000,3.409, 30.212, -29.386, 0.210,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.327,0.366,0.945,1.019,0.013, 0.91, 30.437
13:17:10.491,RSD, 130.000,3.011, 30.846, -29.864, 0.932,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.420,0.452,0.907,0.939,0.013, 0.35, 31.272
13:17:10.501,RSD, 131.000,3.037, 30.115, -29.934, 0.679,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.509,0.571,0.861,0.905,0.013, 0.82, 30.697
13:17:10.511,RSD, 132.000,3.565, 30.161, -29.588, 0.702,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.592,0.652,0.806,0.830,0.013, 0.74, 30.600
13:17:10.521,RSD, 133.000,3.381, 30.493, -29.518, 0.369,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.670,0.702,0.743,0.809,0.012, 0.74, 30.947
13:17:10.531,RSD, 134.000,3.529, 30.021, -29.046, 1.036,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.740,0.792,0.672,0.714,0.013, 0.07, 30.371
13:17:10.541,RSD, 135.000,3.327, 30.008, -29.414, 0.227,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.804,0.850,0.595,0.651,0.012, 0.64, 30.754
13:17:10.551,RSD, 136.000,3.488, 30.410, -29.752, 0.978,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.859,0.899,0.512,0.570,0.013, 0.19, 31.267
13:17:10.561,RSD, 137.000,3.567, 30.755, -29.213, 0.495,0.0/0.0,0.0/0.0,0.0/0.0,0.0/0.0,0.906,0.971,0.423,0.512,0.014, 0.80, 31.559
